company_name,domain,tin,source,hubspot_checked,legal_name,hubspot_object_id,status,exists_in_hubspot,Score_1,sent_clay,error_message,reason_score1,pain_point1,segment,industri_sii,hubspot_lifecycle,hubspot_match_stage,manual_hubspot_checked,adjusted_vertical,enrichment_status,batch_id,batch_date,contacts_found,contacts_with_email,contacts_with_linkedin,ready_for_outreach,outreach_started_date,last_hs_activity_date,do_not_contact,signal,id,createdAt,updatedAt
Sotraser,sotraser.cl,76139888-1,webhook,True,SOTRASER TRANSPORTES LIMITADA,9827148598.0,"""exists_in_hubspot""",True,63,True,,"Gran empresa (20 pts), 1 empresa hija (3 pts), 214 trabajadores (5 pts), segmento (0 pts). Sin regulacion (0 pts): giro de transporte de carga no está bajo CMF, Sernageomin, SEC, CNE, SISS ni SUBTEL. Proveedores 50-200 estimados (15 pts) por volumen operativo de transportista con múltiples líneas de suministro. Sin señal (0 pts).","Transportista con 214 empleados y estructura holding maneja decenas de proveedores (combustible, mantención, seguros, logística) sin sistemas formales de validación continua. Riesgo tributario y laboral permanente sin monitoreo post-aprobación.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,50020180,"""domain""",,mfg-retail-hold,skipped_hs | lifecycle: 50020180 | last_contact: 2026-05-20T08:00:00.000Z,2026-W22,2026-05-25,1.0,1.0,1.0,True,,2026-05-20T08:00:00.000Z,,,313,2026-05-15T20:40:57.327Z,2026-05-25T15:00:57.910Z
RSM SpA,recominsm.com,76096683-5,webhook,True,RECOMIN SERVICIOS MINEROS SPA,55280873556.0,"""does_not_exists_in_hubspot""",True,83,True,,"gran empresa (20 pts), 5 empresas hijas (15 pts), 165 trabajadores (3 pts), segmento (0 pts). Sernageomin (15 pts) por giro explícito en apoyo a explotación de minas; estimación 50-200 proveedores (15 pts) basada en operaciones mineras de esta escala y complejidad operativa; sin señal externa (0 pts).","Empresa minera con 165 trabajadores y estructura compleja de 5 filiales gestiona múltiples contratistas en faena. Requiere cumplimiento regulatorio Sernageomin continuo, validación de proveedores críticos y monitoreo post-aprobación en entorno de riesgo operacional elevado.",mining / energía,ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,,,,mining-hse,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,255,2026-05-15T20:20:53.045Z,2026-05-25T16:02:38.445Z
FollowUP,followupcx.com,76110436-5,webhook,True,JACH TECHNOLOGY SPA,30096529312.0,"""exists_in_hubspot""",True,61,True,,"gran empresa (20 pts), 1 empresas hijas (3 pts), 58 trabajadores (3 pts), segmento (0 pts). SUBTEL (15 pts) por giro explícito en telecomunicaciones; estimación de 50-200 proveedores típicos en operador (15 pts), infraestructura y servicios diversos; sin señal externa reportada (0 pts).","Empresa de telecomunicaciones con 58 empleados y estructura de holding que gestiona múltiples contrapartes. Regulación SUBTEL exige compliance continuo en servicios. Renovaciones periódicas de permisos, validación de proveedores críticos y monitoreo post-contratación son operativos complejos sin automatización.",utilities / infraestructura,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,lead,"""domain""",,util-infra,ready,2026-W21,2026-05-18,,,,True,,,,,275,2026-05-15T20:27:56.017Z,2026-05-18T15:00:39.027Z
DISTRIBUIDORA LAS LAGUNAS SPA,,76114899-0,webhook,True,DISTRIBUIDORA LAS LAGUNAS SPA,,sent_to_clay,False,60,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 4852 trabajadores (10 pts), segmento (0 pts). Sin regulación (0 pts); retail alimentario sin ente supervisor específico. >200 proveedores estimados por modelo de distribución de hipermercado (25 pts). Sin señal externa reportada (0 pts).","Cadena de supermercados con 4,852 empleados gestiona cientos de proveedores de alimentos, bebidas y tabaco. Requiere validación continua de documentación, poderes vigentes y cumplimiento tributario en múltiples contrapartes sin supervisión regulatoria formal.",manufactura / retail,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",,,,mfg-retail-hold,clay_sent,2026-W21,2026-05-18,,,,True,,,,,280,2026-05-15T20:29:41.978Z,2026-05-18T14:07:26.996Z
MELON S.A.,melon.cl,76109779-2,webhook,True,MELON S.A.,9827174014.0,sent_to_clay,True,60,True,,"Gran empresa (20 pts), 5 empresas hijas (15 pts), 205 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts), fabricante industrial con cadena de suministro típica estima 50-200 proveedores (15 pts), sin señal externa (0 pts).","Gran fabricante con 205 empleados y estructura holding (5 empresas hijas) gestiona múltiples proveedores de materias primas y servicios. Requiere validación continua de contrapartes, monitoreo de cumplimientos tributarios y seguimiento post-aprobación en cadena de suministro compleja.",manufactura / retail,"FABRICACION DE CEMENTO, CAL Y YESO",50020180,"""name""",,mfg-retail-hold,skipped_hs_lifecycle | lifecycle: 50020180,2026-W21,2026-05-18,5.0,3.0,5.0,True,,2025-11-21T06:00:00.000Z,,,274,2026-05-15T20:27:34.798Z,2026-05-18T16:00:30.330Z
Maryland,marylandspa.cl,76113101-K,webhook,True,CONSTRUCTORA MARYLAND SPA,,"""does_not_exists_in_hubspot""",False,70,True,,"gran empresa (20 pts), 0 empresas hijas (0 pts), 250 trabajadores (5 pts), segmento sin clasificar (0 pts). Sin regulación sectorial (0 pts). Estimación de 50-200 proveedores típicos en transporte de carga por tamaño y complejidad operativa (15 pts). Sin señal externa reportada (0 pts).","Empresa de transporte de carga con 250 trabajadores gestiona múltiples proveedores y contratistas (combustible, mantenimiento, seguros, logística). Sin regulación específica pero requiere validación continua de documentación, licencias de conducir, revisiones técnicas y cumplimiento tributario para operar legalmente.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,hs_checked,2026-W22,2026-05-25,,,,True,,,,,276,2026-05-15T20:28:17.076Z,2026-05-25T14:01:18.476Z
ABICK S.A.,abick.cl,76113326-8,webhook,True,ABICK S.A.,55283074206.0,"""does_not_exists_in_hubspot""",True,60,True,,"Gran empresa (20 pts), 4 empresas hijas (15 pts), 248 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts), servicios acuícolas no supervisados por organismos específicos; estimación 50-200 proveedores (15 pts) por escala operativa y complejidad de insumos especializados; sin señal externa (0 pts).","Empresa acuícola con 248 trabajadores y estructura holding compleja (4 filiales, 2 matrices) que gestiona múltiples proveedores de insumos, equipamiento y servicios especializados sin marco regulatorio formal que exija compliance estructurado, exponiendo la cadena a riesgos operativos y financieros acumulados.",manufactura / retail,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,,,,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,278,2026-05-15T20:28:59.355Z,2026-05-25T23:00:56.118Z
Canal 13,13.cl,76115132-0,webhook,True,CANAL 13 SPA,17655466580.0,sent_to_clay,True,76,True,,"Gran empresa (20 pts), 1 empresas hijas (3 pts), 523 trabajadores (8 pts), segmento (0 pts). SUBTEL (15 pts) por giro explícito en transmisiones de televisión. Estimación 50-200 proveedores (15 pts) por tamaño y cadena de valor mediática. Sin señal (0 pts).","Empresa mediática con 523 empleados y estructura holding que gestiona múltiples proveedores de contenido, transmisión y servicios técnicos. Requiere validación continua de contrapartes bajo supervisión SUBTEL. Complejidad operativa alta con renovaciones periódicas y riesgo reputacional elevado.",utilities / infraestructura,PROGRAMACION Y TRANSMISIONES DE TELEVISION,lead,"""name""",,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,0.0,1.0,True,,2025-11-26T06:00:00.000Z,,,281,2026-05-15T20:30:03.376Z,2026-05-25T21:00:30.401Z
Starhome SpA,starhome.cl,76108888-2,webhook,True,CONSTRUCTORA STARHOME SPA,,"""does_not_exists_in_hubspot""",False,61,True,,"gran empresa (20 pts), 1 empresas hijas (3 pts), 825 trabajadores (8 pts), segmento (0 pts). Sin regulación (0 pts), estimación de 50-200 proveedores por volumen operativo de construcción residencial (15 pts), sin señal externa (0 pts).","Constructora con 825 trabajadores y estructura de holding compleja gestiona múltiples proveedores y contratistas en obras residenciales. Sin regulación sectorial explícita, pero requiere validación continua de contrapartes, seguimiento de documentación y monitoreo post-aprobación en operaciones descentralizadas.",manufactura / retail,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,,,,util-infra,hs_checked,2026-W22,2026-05-25,,,,True,,,,,271,2026-05-15T20:26:31.692Z,2026-05-25T20:01:16.989Z
BRAMAL SpA,bramal.cl,76124467-1,webhook,True,"BRAMAL TECNOLOGIA, INGENIERIA Y CONSTRUCCION SPA",,"""does_not_exists_in_hubspot""",False,70,True,,"gran empresa (20 pts), 0 empresas hijas (0 pts), 377 trabajadores (5 pts), segmento (0 pts). SUBTEL (15 pts) — giro «OTROS SERVICIOS DE TELECOMUNICACIONES ALAMBRICAS» indica regulación explícita en telefonía/infraestructura. 50-200 proveedores estimados (15 pts) dado tamaño y complejidad operativa típica de telecom. Sin señal (0 pts).","Empresa de 377 trabajadores en telecomunicaciones requiere gestionar decenas de proveedores y contratistas bajo supervisión SUBTEL. Cumplimiento regulatorio continuo, renovaciones periódicas de permisos y documentación de terceros generan complejidad operativa sostenida sin automatización clara.",utilities / infraestructura,OTROS SERVICIOS DE TELECOMUNICACIONES ALAMBRICAS N.C.P.,,,,util-infra,hs_checked,2026-W22,2026-05-25,,,,True,,,,,294,2026-05-15T20:34:18.643Z,2026-05-25T20:01:17.711Z
Efesis,,76123659-8,webhook,True,SOCIEDAD DE INVERSIONES Y RENTAS EFESIS SPA.,,sent_to_clay,False,64,True,,"Gran empresa (20 pts), 2 empresas hijas (8 pts), 84 trabajadores (3 pts), segmento (0 pts). CMF (15 pts) dado que el giro explícita intermediación monetaria regulada; estimación de 50-200 proveedores (15 pts) por volumen operativo de intermediaria financiera; sin señal (0 pts).","Intermediaria financiera con 84 empleados y estructura de holding que requiere validación continua de contrapartes, cumplimiento CMF y gestión de múltiples proveedores en operaciones monetarias complejas.",financiero,OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.,,,,fsi-reg,clay_sent,2026-W22,2026-05-25,,,,True,,,,,291,2026-05-15T20:33:20.256Z,2026-05-25T19:32:01.793Z
Sacyr,sacyr.com,76125157-0,webhook,True,SACYR OPERACION Y SERVICIOS S.A.,17823288334.0,"""exists_in_hubspot""",True,60,True,,"gran empresa (20 pts), 0 empresas hijas (0 pts), 2047 trabajadores (10 pts), segmento (0 pts). Sin regulación (0 pts), giro explícito en construcción e ingeniería civil descarta CMF, Sernageomin, SEC, CNE, SISS, SUBTEL y Supersal. Estimado 50-200 proveedores por volumen operativo y complejidad de cadena de subcontratación en obras (15 pts). Sin señal externa reportada (0 pts).","Gran constructor con 2047 empleados gestiona decenas de obras simultáneas, cada una requiere contratistas, subcontratistas y proveedores especializados. Sin regulación formal pero alto riesgo legal: validar poderes, antecedentes, seguros y documentación tributaria en cadenas largas es crítico.",manufactura / retail,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,52560399,"""domain""",,util-infra,skipped_hs | lifecycle: 52560399 | last_contact: 2026-05-18T08:00:00.000Z,2026-W22,2026-05-25,2.0,2.0,2.0,True,,2026-05-18T08:00:00.000Z,,,295,2026-05-15T20:34:44.732Z,2026-05-25T15:00:58.332Z
COSESA,cosesa.cl,76116526-7,webhook,True,CORREAS Y SERVICIOS S.A,55274418040.0,"""does_not_exists_in_hubspot""",True,61,True,,"gran empresa (20 pts), 1 empresa hija (3 pts), 136 trabajadores (3 pts), segmento sin clasificar (0 pts). Sernageomin (15 pts) por giro explícito en actividades de apoyo a explotación de minas. Estimación 50-200 proveedores (15 pts) inferida por tamaño operativo y naturaleza de servicios mineros. Sin señal externa (0 pts).","Empresa de servicios mineros con 136 trabajadores y estructura holding gestiona múltiples contratistas en operaciones de apoyo a explotación. Requiere validación continua de proveedores, cumplimiento regulatorio Sernageomin, renovación periódica de documentación y monitoreo post-aprobación en entorno de alto riesgo.",mining / energía,ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,,,,mining-hse,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,1.0,True,,,,,284,2026-05-15T20:30:47.102Z,2026-05-25T16:02:52.535Z
DAVID BROWN SANTASALO SOUTH AMERICA S.A.,dbsantasalo.com,76130276-0,webhook,True,DAVID BROWN SANTASALO SOUTH AMERICA S.A.,21580781888.0,"""exists_in_hubspot""",True,68,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 90 trabajadores (3 pts), segmento (0 pts). Sernageomin (15 pts) por giro explícito en reparación de maquinaria para minería y extracción de petróleo; estimación de 50-200 proveedores (15 pts) dado tamaño operacional y especialización técnica requerida en faenas; sin señal externa (0 pts).",Empresa de reparación especializada en maquinaria minera y petrolera con 90 trabajadores que gestiona múltiples contrapartes en faenas de alto riesgo regulatorio. Requiere validación continua de proveedores bajo supervisión Sernageomin y mantener compliance en entornos operacionales críticos.,mining / energía,"REPARACION DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y PARA LA CONSTRUCCION",lead,"""domain""",,mining-hse,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,1.0,True,,2025-01-06T06:00:00.000Z,,,299,2026-05-15T20:36:09.692Z,2026-05-25T16:02:58.936Z
Eventos Terranova,eventosterranova.cl,76130744-4,webhook,True,CONSTRUCTORA MAIBAC LIMITADA,,"""does_not_exists_in_hubspot""",False,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 300 trabajadores (5 pts), segmento (0 pts). SISS (15 pts): giro explícito en alcantarillado y tratamiento de aguas servidas cae bajo competencia de superintendencia sanitaria. Estimación 50-200 proveedores (15 pts): empresa sanitaria de este tamaño requiere contratistas de mantenimiento, insumos químicos y logística en volumen medio. Sin señal (0 pts).","Empresa de 300 trabajadores en servicios sanitarios maneja múltiples contratistas y proveedores en operaciones críticas de tratamiento de aguas. Requiere validación continua de contrapartes, cumplimiento normativo SISS y monitoreo de documentación técnica renovable.",utilities / infraestructura,EVACUACION Y TRATAMIENTO DE AGUAS SERVIDAS,,,,util-infra,hs_checked,2026-W22,2026-05-25,,,,True,,,,,300,2026-05-15T20:36:26.012Z,2026-05-25T20:01:18.810Z
Agrosuper,agrosuper.com,76129263-3,webhook,True,AGROSUPER S.A.,,sent_to_clay,True,73,True,,"Gran empresa (20 pts), 3 empresas hijas (15 pts), 667 trabajadores (8 pts), segmento (0 pts). Sin regulación (0 pts) — giro de venta mayorista de productos cárnicos no indica supervisión CMF, SEC, CNE, SISS, SUBTEL ni Supersal. Estimación 50-200 proveedores (15 pts) — manufactura alimentaria típicamente requiere múltiples proveedores de materias primas pero con contratos de largo plazo. Sin señal (0 pts).","Gran empresa de alimentos con 667 empleados y estructura holding compleja (3 filiales) gestiona cadena de proveedores de materias primas cárnicas. Requiere validación continua de documentación tributaria, sanitaria y contractual sin automatización central.",manufactura / retail,VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CARNICOS,"""other""","""name""",,mfg-retail-hold,"skipped_hs_lifecycle | lifecycle: ""other""",2026-W22,2026-05-25,10.0,8.0,10.0,True,,,,,298,2026-05-15T20:35:43.338Z,2026-05-25T15:00:58.491Z
GGL LIMITADA,ggl.cl,76137730-2,webhook,True,INGENIERIA Y CONSTRUCCION GGL LIMITADA,33131796349.0,sent_to_clay,True,61,True,,"gran empresa (20 pts), 1 empresas hijas (3 pts), 688 trabajadores (8 pts), segmento (0 pts). Sin regulación (0 pts) porque el giro es construcción de edificios residenciales, que no cae bajo CMF, Sernageomin, SEC, CNE, SISS ni SUBTEL. Estimación de 50-200 proveedores (15 pts) porque una constructora de escala con 688 trabajadores típicamente requiere múltiples proveedores de materiales, subcontratistas y servicios especializados en proyectos residenciales simultáneos. Sin señal externa registrada (0 pts).","Gran constructor residencial con 688 trabajadores y estructura de holding gestiona múltiples proveedores y contratistas en proyectos simultáneos. Sin regulación externa explícita, pero enfrenta complejidad operativa: validación continua de contrapartes, documentación variada, riesgos tributarios y legales en cadena de suministro extendida.",manufactura / retail,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,lead,"""name""",,util-infra,ready,2026-W21,2026-05-18,,,,True,,,,,309,2026-05-15T20:39:41.442Z,2026-05-18T16:00:30.482Z
HIPER Líder,lider.cl,76134941-4,webhook,True,ADMINISTRADORA DE SUPERMERCADOS HIPER LIMITADA,,"""does_not_exists_in_hubspot""",False,60,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 23933 trabajadores (10 pts), segmento (0 pts). Sin regulación (0 pts); la venta minorista de alimentos no cae bajo CMF, Sernageomin, SEC, CNE, SISS ni SUBTEL. Estimación >200 proveedores (25 pts) basada en operaciones de hipermercado con múltiples categorías de abastecimiento. Sin señal externa registrada (0 pts).","Cadena de supermercados con 23.933 empleados y estructura de dos matrices requiere validación continua de miles de proveedores (alimentos, bebidas, logística, servicios). Sin regulación sectorial específica, el riesgo operativo y reputacional de contrapartes es crítico.",manufactura / retail,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",,,,mfg-retail-hold,hs_checked,2026-W21,2026-05-20,,,,True,,,,,303,2026-05-15T20:37:34.139Z,2026-05-20T15:00:41.125Z
Degasa,degasa.cl,76136951-2,webhook,True,DEGASA HOLDING SPA,,"""does_not_exists_in_hubspot""",False,71,True,,"gran empresa (20 pts), 7 empresas hijas (15 pts), 175 trabajadores (3 pts), segmento (0 pts). CMF (15 pts) supervisa fondos y sociedades de inversión según giro explícito; estimación de 50-200 proveedores (15 pts) por estructura holding con múltiples filiales y operaciones diversas; sin señal externa (0 pts).","Holding con 7 filiales y 175 empleados que gestiona fondos e inversiones bajo supervisión CMF. Requiere validar múltiples proveedores y contratistas con exigencias regulatorias continuas, renovaciones periódicas de documentación, y monitoreo de conflictos de interés inherentes a estructuras complejas de inversión.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,hs_checked,2026-W22,2026-05-25,,,,True,,,,,307,2026-05-15T20:38:58.398Z,2026-05-25T14:01:21.577Z
Constructora Ortiz,,76116163-6,webhook,True,SOCIEDAD CONSTRUCTORA ORTIZ Y COMPANIA LIMITADA,,sent_to_clay,False,66,True,,"gran empresa (20 pts), 2 empresas hijas (8 pts), 537 trabajadores (8 pts), segmento (0 pts). Sin regulación específica del sector construcción (0 pts), estimación de 50-200 proveedores típicos en proyectos viales (15 pts), sin señal externa reportada (0 pts).","Gran constructor de infraestructura vial con 537 empleados y estructura holding. Gestiona decenas de subcontratistas, proveedores de materiales y servicios especializados. Requiere validación continua de licencias, permisos y antecedentes de múltiples contrapartes en proyectos complejos.",manufactura / retail,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,,,,util-infra,clay_sent,2026-W22,2026-05-25,,,,True,,,,,283,2026-05-15T20:30:33.132Z,2026-05-25T13:47:17.323Z
FRIGORIFICO Y PACKING SANTA BARBARA LIMITADA,,76115694-2,webhook,True,FRIGORIFICO Y PACKING SANTA BARBARA LIMITADA,,sent_to_clay,False,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 478 trabajadores (5 pts), segmento (0 pts). Sin regulación directa explícita en giro (0 pts); actividad de almacenamiento frigorífico requiere 50-200 proveedores aproximados (15 pts); sin señal externa registrada (0 pts).","Frigorífico de gran escala (478 trabajadores) con cadena de suministro compleja: proveedores de insumos, servicios de mantenimiento, clientes depósito. Renovaciones periódicas de permisos sanitarios y seguimiento de inventarios críticos sin automatización clara.",utilities / infraestructura,EXPLOTACION DE FRIGORIFICOS PARA ALMACENAMIENTO Y DEPOSITO,,,,mfg-retail-hold,clay_sent,2026-W22,2026-05-25,,,,True,,,,,282,2026-05-15T20:30:16.110Z,2026-05-25T13:47:35.975Z
MINERA CRUZ LIMITADA,mineracruz.cl,76118700-7,webhook,True,MINERA CRUZ LIMITADA,19273369695.0,sent_to_clay,True,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 208 trabajadores (5 pts), segmento (0 pts). Sernageomin (15 pts) por giro explícito de extracción y procesamiento de cobre; estimación de 50-200 proveedores (15 pts) típica en faenas mineras de este tamaño; sin señal (0 pts).","Operación minera de gran escala (208 trabajadores) con decenas de proveedores y contratistas en faena. Sernageomin exige compliance riguroso. Renovaciones periódicas de documentación, validaciones de poderes y riesgo tributario constante en cadena de suministro.",mining / energía,EXTRACCION Y PROCESAMIENTO DE COBRE,lead,"""name""",,mining-hse,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,2024-02-28T06:00:00.000Z,,,286,2026-05-15T20:31:29.401Z,2026-05-25T22:02:01.627Z
Andes Transporte,,76137107-K,webhook,True,ANDES TRANSPORTE SPA,,sent_to_clay,False,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 326 trabajadores (5 pts), segmento (0 pts). Sin regulación específica aplicable al transporte de carga (0 pts); estimación de 50-200 proveedores típicos en logística (15 pts) considerando combustible, mantención, seguros y subcontratistas; sin señal externa reportada (0 pts).","Empresa de transporte de carga con 326 trabajadores maneja múltiples proveedores (combustible, mantención, seguros, subcontratistas). Requiere validación continua de documentos, licencias de conducción, certificaciones vehiculares y cumplimiento tributario de contrapartes. Sin sistema centralizado, gestión manual dispersa genera riesgo operativo y legal.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,clay_sent,2026-W22,2026-05-25,,,,True,,,,,308,2026-05-15T20:39:15.284Z,2026-05-25T19:32:18.923Z
EMPRESA DE CONSTRUCCION Y SERVICIOS A LA MINERIA GUILLERMO EDUARDO RIVEROS FLORE,,76153986-8,webhook,True,EMPRESA DE CONSTRUCCION Y SERVICIOS A LA MINERIA GUILLERMO EDUARDO RIVEROS FLORE,,sent_to_clay,False,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 302 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts), construcción civil explícita exenta de organismos supervisores. Estimación 50-200 proveedores (15 pts): empresa constructora de envergadura típicamente maneja múltiples subcontratistas, proveedores de materiales y servicios complementarios. Sin señal (0 pts).","Empresa constructora con 302 trabajadores que gestiona múltiples proveedores y subcontratistas en proyectos residenciales y minería. Requiere validación continua de documentación, antecedentes y cumplimiento tributario de contrapartes sin automatización formal.",manufactura / retail,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,,,,mining-hse,clay_sent,2026-W22,2026-05-25,,,,True,,,,,324,2026-05-15T20:44:50.390Z,2026-05-25T19:32:14.159Z
PULIMEC LTDA.,pulimec.cl,76156302-5,webhook,True,PAVIMENTOS PULIDOS E INDUSTRIALES HNOS.LIMITADA.,55280768304.0,"""does_not_exists_in_hubspot""",True,68,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 170 trabajadores (3 pts), segmento (0 pts). Sin regulación externa (0 pts); el giro describe terminación y acabado de edificios, que es trabajo de construcción e ingeniería civil sujeto a Ninguno. Estimación de 50-200 proveedores (15 pts) dada la naturaleza de proyectos de construcción con múltiples subcontratistas y proveedores de materiales. Sin señal externa reportada (0 pts).","Empresa constructora de 170 trabajadores con múltiples proveedores y contratistas en terminación de obras. Gestión manual de documentación, poderes vencidos, validación incompleta de contrapartes y sin monitoreo continuo generan riesgos legales y operativos.",mining / energía,TERMINACION Y ACABADO DE EDIFICIOS,,,,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,326,2026-05-15T20:45:28.097Z,2026-05-25T16:03:12.263Z
Dadelco,dadelco.cl,76146982-7,webhook,True,CONSTRUCTORA E INMOBILIARIA DADELCO SPA,,"""does_not_exists_in_hubspot""",False,61,True,,"Gran empresa (20 pts), 1 empresas hijas (3 pts), 720 trabajadores (8 pts), segmento (0 pts). Sin regulación (0 pts), construcción residencial no requiere supervisión CMF, Sernageomin, SEC, CNE, SISS ni SUBTEL; estimación de 50-200 proveedores típicos en obras residenciales (15 pts) dada escala operativa; sin señal externa (0 pts).","Constructora residencial con 720 trabajadores gestiona múltiples proveedores y contratistas en proyectos complejos. Estructura con empresa matriz y filial requiere validación continua de contrapartes, documentación actualizada y monitoreo de poderes/vigencia. Sin regulación formal, el riesgo legal y financiero depende del rigor interno.",manufactura / retail,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,,,,mfg-retail-hold,hs_checked,2026-W22,2026-05-25,,,,True,,,,,320,2026-05-15T20:43:25.983Z,2026-05-25T14:01:23.606Z
DESARROLLOS INMOBILIARIOS S A,indesa.cl,76142643-5,webhook,True,DESARROLLOS INMOBILIARIOS S A,28848791686.0,"""exists_in_hubspot""",True,68,True,,"Gran empresa (20 pts), 19 empresas hijas (15 pts), 35 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito en fondos y entidades financieras similares. Estimación 50-200 proveedores (15 pts) inferida por tamaño y estructura holding inmobiliaria. Sin señal (0 pts).","Holding inmobiliario-financiero con 19 filiales requiere validación continua de contrapartes (proveedores, constructores, contratistas). Obligación CMF exige compliance formal. Estructura compleja demanda seguimiento periódico de poderes, documentación y renovaciones.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,lead,"""domain""",,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,1.0,True,,2025-11-17T06:00:00.000Z,,,316,2026-05-15T20:42:00.977Z,2026-05-25T16:03:05.340Z
Molyb,molyb.cl,76148338-2,webhook,True,SOCIEDAD DE PROCESAMIENTO DE MOLIBDENO SPA,19253572099.0,"""exists_in_hubspot""",True,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 297 trabajadores (5 pts), segmento (0 pts). Sernageomin (15 pts) por giro explícito en industrias básicas de minería y procesamiento de molibdeno; estimación de 50-200 proveedores típicos en faena minera (15 pts); sin señal externa reportada (0 pts).","Gran empresa extractiva con 297 trabajadores y decenas de proveedores críticos en operaciones mineras. Sujeta a regulación Sernageomin con exigencias de compliance en seguridad, ambiental y laboral. Gestión compleja de contrapartes con renovaciones periódicas y riesgos legales asociados.",mining / energía,INDUSTRIAS BASICAS DE HIERRO Y ACERO,1151001700,"""domain""",,mining-hse,skipped_hs_lifecycle | lifecycle: 1151001700,2026-W21,2026-05-20,3.0,0.0,3.0,True,,2025-08-05T08:00:00.000Z,,,321,2026-05-15T20:43:47.040Z,2026-05-20T16:00:49.144Z
AGRICOLA EL SEMILLERO LIMITADA,,76159814-7,webhook,True,AGRICOLA EL SEMILLERO LIMITADA,,sent_to_clay,False,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 252 trabajadores (5 pts), segmento (0 pts). Sin regulación sectorial específica (0 pts); cultivo agrícola no está bajo supervisión CMF, Sernageomin, SEC, CNE, SISS ni SUBTEL. Estimación de 50-200 proveedores típicos en agricultura comercial (15 pts): semilleros, fertilizantes, maquinaria, servicios. Sin señal externa reportada (0 pts).","Empresa agrícola de 252 trabajadores con cadena de suministro compleja: insumos, semillas, equipos, servicios logísticos. Proveedores dispersos geográficamente requieren validación continua de documentación, vigencia de poderes y cumplimiento tributario.",mining / energía,CULTIVO DE POROTOS,,,,mfg-retail-hold,clay_sent,2026-W22,2026-05-25,,,,True,,,,,329,2026-05-15T20:46:29.654Z,2026-05-25T19:32:06.972Z
